headline_text,label,tokenized_sents,developed_exists,developing_exists,cat
aust troops return home soon,0,"{'return', 'soon', 'home', 'aust', 'troops'}",1,0,developed
batman aust team subject disciplinary action,0,"{'team', 'disciplinary', 'action', 'aust', 'subject', 'batman'}",1,0,developed
blair seek german views iraq reconstruction,0,"{'seek', 'reconstruction', 'blair', 'german', 'views', 'iraq'}",0,1,developing
bundaberg start point alps northern australia,0,"{'alps', 'start', 'northern', 'point', 'australia', 'bundaberg'}",1,0,developed
cane toad gets customs nz,0,"{'gets', 'cane', 'toad', 'customs', 'nz'}",1,0,developed
child sex abuse lawsuit rocks us catholic diocese,-1,"{'sex', 'rocks', 'diocese', 'lawsuit', 'us', 'catholic', 'abuse', 'child'}",1,0,developed
china stops hong kong tours sars,0,"{'kong', 'stops', 'hong', 'tours', 'china', 'sars'}",1,0,developed
four schoolboys drown vietnam,-1,"{'drown', 'vietnam', 'four', 'schoolboys'}",0,1,developing
france says pragmatic post war,-1,"{'pragmatic', 'says', 'france', 'war', 'post'}",1,0,developed
howard meet bush iraq talks,0,"{'bush', 'meet', 'talks', 'iraq', 'howard'}",0,1,developing
iraqi police join british troops checkpoints,1,"{'checkpoints', 'iraqi', 'join', 'british', 'police', 'troops'}",1,0,developed
one dead 3 hurt us school shooting,-1,"{'us', '3', 'school', 'dead', 'hurt', 'shooting', 'one'}",1,0,developed
peacekeeping dangerous aust troops labor,0,"{'dangerous', 'aust', 'peacekeeping', 'troops', 'labor'}",1,0,developed
plan unveiled democratic iraq,0,"{'iraq', 'democratic', 'plan', 'unveiled'}",0,1,developing
russia urges restraint us policy toward syria,0,"{'restraint', 'us', 'syria', 'russia', 'toward', 'policy', 'urges'}",1,1,developed/developing
syria friend war target spain,1,"{'target', 'spain', 'syria', 'friend', 'war'}",1,1,developed/developing
tendulkar hand surgery us,1,"{'us', 'hand', 'tendulkar', 'surgery'}",1,0,developed
ten minute storm rips across china,0,"{'china', 'ten', 'storm', 'across', 'rips', 'minute'}",1,0,developed
tough talk war syria downer,1,"{'tough', 'syria', 'downer', 'war', 'talk'}",0,1,developing
us cutting naval air power near iraq officials,0,"{'cutting', 'us', 'air', 'naval', 'officials', 'iraq', 'near', 'power'}",1,1,developed/developing
us hails north koreas shift position,0,"{'position', 'north', 'us', 'hails', 'shift', 'koreas'}",1,0,developed
us starts effort build new iraq,0,"{'build', 'us', 'effort', 'starts', 'iraq', 'new'}",1,1,developed/developing
us threatens sanctions syria,-1,"{'threatens', 'us', 'syria', 'sanctions'}",1,1,developed/developing
acb announces zimbabwe india matches,0,"{'matches', 'zimbabwe', 'acb', 'india', 'announces'}",0,1,developing
aust africa consider joint super 12 team,1,"{'africa', 'team', 'joint', 'aust', 'super', '12', 'consider'}",1,0,developed
austs asylum policy attack iraq,-1,"{'asylum', 'attack', 'iraq', 'policy', 'austs'}",0,1,developing
aust soldier charged kicking corpse,-1,"{'corpse', 'soldier', 'charged', 'aust', 'kicking'}",1,0,developed
britain germany agree un must play key role,1,"{'britain', 'agree', 'key', 'germany', 'must', 'role', 'play', 'un'}",1,0,developed
china revealing extent sars,0,"{'extent', 'china', 'sars', 'revealing'}",1,0,developed
coalition accused failing geneva duty iraq,-1,"{'accused', 'duty', 'coalition', 'iraq', 'failing', 'geneva'}",0,1,developing
consumer confidence boosted iraq war ends,1,"{'ends', 'confidence', 'boosted', 'war', 'iraq', 'consumer'}",0,1,developing
eu aust relationship strong despite iraq war,1,"{'strong', 'eu', 'despite', 'relationship', 'aust', 'war', 'iraq'}",1,1,developed/developing
expanding eu discusses iraq greece,0,"{'greece', 'expanding', 'eu', 'discusses', 'iraq'}",0,1,developing
full text 13 point plan iraq,0,"{'full', '13', 'text', 'plan', 'point', 'iraq'}",0,1,developing
grave concerns held nz man,-1,"{'man', 'nz', 'grave', 'held', 'concerns'}",1,0,developed
italian peacekeepers help iraq,1,"{'iraq', 'help', 'italian', 'peacekeepers'}",0,1,developing
last oil well blaze extinguished us,1,"{'well', 'last', 'extinguished', 'us', 'blaze', 'oil'}",1,0,developed
nauru probe terrorist passport claims,-1,"{'claims', 'terrorist', 'passport', 'nauru', 'probe'}",0,1,developing
peace activist returns iraq,1,"{'peace', 'returns', 'activist', 'iraq'}",0,1,developing
powell insists syria target,0,"{'target', 'syria', 'powell', 'insists'}",0,1,developing
producer bing wins libel payout uk paper,1,"{'libel', 'paper', 'uk', 'wins', 'bing', 'payout', 'producer'}",1,0,developed
sars claims two victims singapore,-1,"{'two', 'claims', 'victims', 'singapore', 'sars'}",1,0,developed
sars watch continues france,0,"{'continues', 'france', 'watch', 'sars'}",1,0,developed
suicide bombers remain real threat iraq us,-1,"{'real', 'us', 'remain', 'suicide', 'bombers', 'iraq', 'threat'}",1,1,developed/developing
summit outlines new plan iraq,0,"{'summit', 'plan', 'iraq', 'new', 'outlines'}",0,1,developing
syria seeks wmd free zone middle east,1,"{'wmd', 'free', 'seeks', 'syria', 'zone', 'middle', 'east'}",0,1,developing
us forces deny shooting crowd,-1,"{'shooting', 'us', 'crowd', 'deny', 'forces'}",1,0,developed
us nth korea hold talks china,0,"{'hold', 'korea', 'nth', 'us', 'talks', 'china'}",1,0,developed
us shut oil pipeline syria,0,"{'us', 'oil', 'syria', 'pipeline', 'shut'}",1,1,developed/developing
us warns syria spy chief,0,"{'warns', 'us', 'syria', 'spy', 'chief'}",1,1,developed/developing
victory iraq certain yet complete bush,0,"{'certain', 'yet', 'complete', 'bush', 'victory', 'iraq'}",0,1,developing
violent protests mar eu summit iraq,-1,"{'summit', 'eu', 'mar', 'protests', 'iraq', 'violent'}",0,1,developing
adhd bad behaviour us expert,-1,"{'bad', 'us', 'adhd', 'behaviour', 'expert'}",1,0,developed
azerbaijan soccer tries extricate,0,"{'azerbaijan', 'soccer', 'tries', 'extricate'}",0,1,developing
earthquake rocks north west china,0,"{'rocks', 'north', 'west', 'earthquake', 'china'}",1,0,developed
eu backs central role un iraq,0,"{'central', 'eu', 'backs', 'iraq', 'role', 'un'}",0,1,developing
first confirmed case sars india,0,"{'first', 'case', 'confirmed', 'india', 'sars'}",0,1,developing
food aid trucked northern iraq,0,"{'trucked', 'northern', 'food', 'aid', 'iraq'}",0,1,developing
geologists doubt nasa warning peru glacier,-1,"{'geologists', 'glacier', 'doubt', 'warning', 'nasa', 'peru'}",0,1,developing
india beats bangladesh triangular series,0,"{'bangladesh', 'beats', 'series', 'triangular', 'india'}",0,1,developing
iraqi families welcomed us human shield,1,"{'welcomed', 'us', 'human', 'iraqi', 'families', 'shield'}",1,0,developed
iraq war cost usd 20 billion pentagon,-1,"{'cost', 'pentagon', 'usd', 'billion', '20', 'war', 'iraq'}",0,1,developing
nauru doesnt need election monitors president,0,"{'need', 'president', 'doesnt', 'monitors', 'nauru', 'election'}",0,1,developing
nauru faces us finance ban despite law changes,-1,"{'law', 'us', 'faces', 'despite', 'finance', 'ban', 'nauru', 'changes'}",1,1,developed/developing
nigeria poses tough challenges next president,0,"{'poses', 'tough', 'nigeria', 'president', 'next', 'challenges'}",0,1,developing
philippines peacekeepers doctors enter iraq,1,"{'peacekeepers', 'enter', 'doctors', 'iraq', 'philippines'}",0,1,developing
powell may visit syria talks,0,"{'may', 'syria', 'powell', 'talks', 'visit'}",0,1,developing
sale ban imposed 19th century iraq letters,-1,"{'sale', 'century', '19th', 'imposed', 'iraq', 'ban', 'letters'}",0,1,developing
search nz man continues tas coast,0,"{'man', 'tas', 'nz', 'continues', 'coast', 'search'}",1,0,developed
snowy corp looks iraq work,0,"{'work', 'looks', 'iraq', 'corp', 'snowy'}",0,1,developing
syria proposes wmd free zone,1,"{'wmd', 'free', 'proposes', 'syria', 'zone'}",0,1,developing
us admits mosul killings,-1,"{'us', 'mosul', 'admits', 'killings'}",1,0,developed
us city strikes blow adultery,-1,"{'us', 'strikes', 'adultery', 'city', 'blow'}",1,0,developed
us doesnt expect talks end north korea crisis,-1,"{'expect', 'north', 'korea', 'us', 'doesnt', 'end', 'talks', 'crisis'}",1,0,developed
us forces capture saddams half brother,0,"{'brother', 'us', 'saddams', 'capture', 'forces', 'half'}",1,0,developed
us marines deny baghdad governor appointed,-1,"{'us', 'appointed', 'deny', 'baghdad', 'governor', 'marines'}",1,0,developed
us puts price saddams head,0,"{'head', 'us', 'price', 'saddams', 'puts'}",1,0,developed
us sees swift breakthrough north korea,0,"{'north', 'korea', 'us', 'breakthrough', 'swift', 'sees'}",1,0,developed
us urges un lift iraq economic sanctions,0,"{'us', 'economic', 'sanctions', 'iraq', 'lift', 'un', 'urges'}",1,1,developed/developing
wollongong man named special olympics australia ceo,1,"{'olympics', 'ceo', 'man', 'australia', 'special', 'wollongong', 'named'}",1,0,developed
anti nuclear protesters gather near docked us sub,-1,"{'anti', 'protesters', 'nuclear', 'us', 'sub', 'docked', 'gather', 'near'}",1,0,developed
australia names unchanged line second test,0,"{'unchanged', 'test', 'second', 'australia', 'line', 'names'}",1,0,developed
australia unchanged second test,0,"{'australia', 'test', 'unchanged', 'second'}",1,0,developed
bishops say zimbabwe tortured cricket protesters,-1,"{'protesters', 'bishops', 'say', 'zimbabwe', 'cricket', 'tortured'}",0,1,developing
blair told family iraq could cost job,0,"{'blair', 'cost', 'job', 'told', 'could', 'iraq', 'family'}",0,1,developing
blix hopeful inspectors return iraq,1,"{'return', 'hopeful', 'inspectors', 'blix', 'iraq'}",0,1,developing
brits assisted n ireland killings report,-1,"{'brits', 'assisted', 'killings', 'ireland', 'report', 'n'}",1,0,developed
bus crash kills 30 injures 71 cuba,-1,"{'kills', 'cuba', 'bus', '30', 'crash', 'injures', '71'}",0,1,developing
china wont mediate us north korea,0,"{'north', 'korea', 'us', 'mediate', 'wont', 'china'}",1,0,developed
eu buries hatchet iraq,0,"{'iraq', 'hatchet', 'buries', 'eu'}",0,1,developing
fisichella handed brazil gp trophy last,0,"{'gp', 'trophy', 'last', 'handed', 'brazil', 'fisichella'}",0,1,developing
fisichella handed brazil trophy imola,0,"{'imola', 'trophy', 'handed', 'brazil', 'fisichella'}",0,1,developing
iraqs neighbours demand us withdraw,0,"{'neighbours', 'demand', 'us', 'withdraw', 'iraqs'}",1,0,developed
kurds hand baath party figure us forces,1,"{'figure', 'party', 'us', 'kurds', 'hand', 'forces', 'baath'}",1,0,developed
mob kills witches india,-1,"{'kills', 'india', 'witches', 'mob'}",0,1,developing
nz rally driver bourne critical condition,-1,"{'rally', 'bourne', 'nz', 'condition', 'driver', 'critical'}",1,0,developed
peace trust monitors zimbabwe abuses,1,"{'peace', 'trust', 'abuses', 'zimbabwe', 'monitors'}",0,1,developing
police continue search nz man swept sea,0,"{'swept', 'man', 'continue', 'sea', 'nz', 'police', 'search'}",1,0,developed
row brewing iraq sanctions,0,"{'iraq', 'brewing', 'sanctions', 'row'}",0,1,developing
second appeal made aus nz help nauru,1,"{'second', 'help', 'nz', 'appeal', 'nauru', 'aus', 'made'}",1,1,developed/developing
syria considering expelling iraqis says us,-1,"{'says', 'us', 'syria', 'iraqis', 'considering', 'expelling'}",1,1,developed/developing
syria visit broad agenda,0,"{'agenda', 'syria', 'broad', 'visit'}",0,1,developing
turkey ponders peacekeeping role,1,"{'role', 'ponders', 'turkey', 'peacekeeping'}",0,1,developing
us admits weapons may found iraq,0,"{'found', 'us', 'may', 'admits', 'weapons', 'iraq'}",1,1,developed/developing
us awards iraqi utilities contract,1,"{'utilities', 'us', 'iraqi', 'contract', 'awards'}",1,0,developed
us believes senior iraqis syria,0,"{'senior', 'us', 'iraqis', 'syria', 'believes'}",1,1,developed/developing
us cultural advisers resign inaction,-1,"{'us', 'cultural', 'inaction', 'resign', 'advisers'}",1,0,developed
us enlists un weapons inspectors,-1,"{'inspectors', 'us', 'weapons', 'enlists', 'un'}",1,0,developed
us italy consult abbas extradition,0,"{'us', 'italy', 'abbas', 'extradition', 'consult'}",1,0,developed
us keen start middle east peace talks,1,"{'peace', 'keen', 'start', 'us', 'middle', 'talks', 'east'}",1,0,developed
us marines pull baghdad,0,"{'us', 'baghdad', 'marines', 'pull'}",1,0,developed
us marines vacate baghdad within days,0,"{'us', 'vacate', 'within', 'days', 'baghdad', 'marines'}",1,0,developed
us offers rewards baghdad treasures,1,"{'us', 'offers', 'rewards', 'baghdad', 'treasures'}",1,0,developed
us refuses sanction mayor governor baghdad,0,"{'us', 'refuses', 'mayor', 'governor', 'baghdad', 'sanction'}",1,0,developed
vietnam prostitutes brush chat lines,0,"{'prostitutes', 'vietnam', 'lines', 'brush', 'chat'}",0,1,developing
11 dead 40 injured jail riot venezuela,-1,"{'40', '11', 'dead', 'injured', 'riot', 'jail', 'venezuela'}",0,1,developing
australian teams fly medical supplies iraq,0,"{'australian', 'fly', 'supplies', 'medical', 'teams', 'iraq'}",0,1,developing
australia pledges 30m iraq un appeal,0,"{'30m', 'pledges', 'australia', 'appeal', 'iraq', 'un'}",1,1,developed/developing
aust urged keep peace monitors bougainville,1,"{'urged', 'peace', 'bougainville', 'monitors', 'aust', 'keep'}",1,0,developed
aust woman trampled death elephant africa,-1,"{'africa', 'death', 'woman', 'trampled', 'aust', 'elephant'}",1,0,developed
canada quarantines 300 sars contact,0,"{'contact', 'quarantines', 'canada', '300', 'sars'}",1,0,developed
china comes clean sars toll,1,"{'comes', 'clean', 'china', 'toll', 'sars'}",1,0,developed
china vows transparent war sars,-1,"{'transparent', 'vows', 'war', 'china', 'sars'}",1,0,developed
claim us disappointed failure stop kashmir,-1,"{'disappointed', 'claim', 'us', 'kashmir', 'failure', 'stop'}",1,0,developed
criminal charges may follow n ireland collusion,-1,"{'may', 'follow', 'ireland', 'charges', 'collusion', 'criminal', 'n'}",1,0,developed
depressed gazza flees china five bellies,-1,"{'five', 'gazza', 'depressed', 'bellies', 'flees', 'china'}",1,0,developed
endangered pandas found china,0,"{'found', 'pandas', 'endangered', 'china'}",1,0,developed
ferrero moya course spain final,0,"{'course', 'spain', 'final', 'moya', 'ferrero'}",1,0,developed
former bangladesh captain mashud dropped tests,0,"{'tests', 'mashud', 'bangladesh', 'captain', 'former', 'dropped'}",0,1,developing
girl killed india pakistan shelling kashmir,-1,"{'kashmir', 'shelling', 'killed', 'girl', 'pakistan', 'india'}",0,1,developing
group slams us aid delays,0,"{'delays', 'us', 'aid', 'group', 'slams'}",1,0,developed
guerillas ambush easter parade colombia,0,"{'colombia', 'parade', 'easter', 'guerillas', 'ambush'}",0,1,developing
hodge rescues australia,1,"{'rescues', 'australia', 'hodge'}",1,0,developed
iraqi nerve gas official surrenders us forces,0,"{'surrenders', 'us', 'iraqi', 'official', 'forces', 'gas', 'nerve'}",1,0,developed
iraqs friday prayers issue warnings us,-1,"{'warnings', 'us', 'prayers', 'friday', 'iraqs', 'issue'}",1,0,developed
mckenzie leads south africa win india,1,"{'africa', 'leads', 'mckenzie', 'south', 'india', 'win'}",0,1,developing
neighbouring countries fear iraq fragment,-1,"{'neighbouring', 'fragment', 'fear', 'countries', 'iraq'}",0,1,developing
neighbours urge us pursue anti nuke talks,-1,"{'neighbours', 'anti', 'urge', 'nuke', 'us', 'pursue', 'talks'}",1,0,developed
neighbours warn us keep hands iraqs oil,0,"{'neighbours', 'us', 'hands', 'iraqs', 'oil', 'warn', 'keep'}",1,0,developed
nigeria votes shadow violence,-1,"{'votes', 'shadow', 'nigeria', 'violence'}",0,1,developing
n korean defiance puts us talks jeopardy,-1,"{'defiance', 'jeopardy', 'us', 'korean', 'talks', 'puts', 'n'}",1,0,developed
nz rally driver bourne coma,0,"{'rally', 'coma', 'bourne', 'nz', 'driver'}",1,0,developed
poland seals usd 35 billion military deal us,0,"{'35', 'usd', 'poland', 'deal', 'us', 'billion', 'military', 'seals'}",1,0,developed
saddams finance minister custody us,0,"{'custody', 'us', 'saddams', 'finance', 'minister'}",1,0,developed
seven killed tribal feud pakistan,-1,"{'seven', 'tribal', 'killed', 'feud', 'pakistan'}",0,1,developing
singapore death toll 14 overtakes canada,-1,"{'overtakes', 'death', 'singapore', 'canada', '14', 'toll'}",1,0,developed
unknown remains four wwi diggers found france,0,"{'found', 'unknown', 'diggers', 'wwi', 'four', 'remains', 'france'}",1,0,developed
us airline pilots carry guns,0,"{'pilots', 'us', 'guns', 'airline', 'carry'}",1,0,developed
us british forces release 887 iraqi prisoners,-1,"{'us', 'release', 'iraqi', 'british', 'prisoners', 'forces', '887'}",1,0,developed
us forces release 900 iraqi pows,0,"{'us', 'release', '900', 'pows', 'iraqi', 'forces'}",1,0,developed
us forces trying resolves power dispute kut,-1,"{'resolves', 'us', 'kut', 'dispute', 'trying', 'forces', 'power'}",1,0,developed
us releasing 900 iraqi pows,0,"{'releasing', 'us', '900', 'pows', 'iraqi'}",1,0,developed
