headline_text,tokenized_sents,developed_exists,developing_exists,cat,label
morocco arrests islamists bombings kill 41,"{'morocco', 'islamists', '41', 'arrests', 'kill', 'bombings'}",0,1,developing,0
morocco bombers linked international terror,"{'morocco', 'international', 'linked', 'bombers', 'terror'}",0,1,developing,0
nepal honour hillary citizenship,"{'citizenship', 'hillary', 'honour', 'nepal'}",0,1,developing,2
parlow high us crush england,"{'high', 'parlow', 'crush', 'us', 'england'}",1,0,developed,2
philippines report 50 rebels killed anti terror,"{'killed', '50', 'philippines', 'terror', 'rebels', 'anti', 'report'}",0,1,developing,0
rain frustrates zimbabwe despite sussex lights,"{'frustrates', 'despite', 'sussex', 'lights', 'rain', 'zimbabwe'}",0,1,developing,0
top saddam official surrenders us forces,"{'top', 'saddam', 'us', 'surrenders', 'forces', 'official'}",1,0,developed,1
un official warns need law order iraq,"{'warns', 'order', 'iraq', 'need', 'un', 'official', 'law'}",0,1,developing,1
us journalist deported zimbabwe vows carry,"{'vows', 'carry', 'deported', 'journalist', 'us', 'zimbabwe'}",1,1,developed/developing,1
war iraq reduced terrorism threat hill,"{'threat', 'iraq', 'war', 'reduced', 'terrorism', 'hill'}",0,1,developing,0
australia dominates day four sydney,"{'australia', 'sydney', 'dominates', 'four', 'day'}",1,0,developed,1
australian team help recover stolen iraq,"{'team', 'stolen', 'australian', 'iraq', 'recover', 'help'}",0,1,developing,2
australia suffers shock team cup defeat,"{'team', 'shock', 'australia', 'cup', 'suffers', 'defeat'}",1,0,developed,0
bali victims father leave indonesia,"{'bali', 'leave', 'indonesia', 'father', 'victims'}",0,1,developing,0
china vows help trapped australian climbers,"{'vows', 'australian', 'china', 'climbers', 'trapped', 'help'}",1,0,developed,2
cruzeiro stay top brazil festival draws,"{'cruzeiro', 'draws', 'stay', 'top', 'festival', 'brazil'}",0,1,developing,2
india pakistan play champions trophy event,"{'play', 'pakistan', 'champions', 'india', 'trophy', 'event'}",0,1,developing,2
indonesia launches rocket attack aceh,"{'rocket', 'launches', 'indonesia', 'attack', 'aceh'}",0,1,developing,1
institute wins contract develop vietnam finance,"{'finance', 'institute', 'contract', 'develop', 'wins', 'vietnam'}",0,1,developing,2
murali catches pakistan spin trap,"{'spin', 'catches', 'pakistan', 'murali', 'trap'}",0,1,developing,1
nz struggle sri lankan spin,"{'spin', 'sri', 'struggle', 'lankan', 'nz'}",1,0,developed,0
real sociedad top spain real madrid second,"{'madrid', 'real', 'top', 'spain', 'second', 'sociedad'}",1,0,developed,2
south korea japan harden stand north korea,"{'north', 'korea', 'japan', 'harden', 'south', 'stand'}",1,0,developed,1
us democrats blast bushs campaign terrorism,"{'campaign', 'democrats', 'us', 'terrorism', 'blast', 'bushs'}",1,0,developed,0
us hammers japan world cup tune,"{'world', 'japan', 'tune', 'cup', 'us', 'hammers'}",1,0,developed,1
victory claimed belgium election,"{'election', 'claimed', 'belgium', 'victory'}",1,0,developed,2
45 pc british voters would vote euro poll,"{'pc', 'poll', '45', 'british', 'vote', 'euro', 'voters', 'would'}",1,0,developed,2
58 miners feared dead china,"{'58', 'miners', 'china', 'dead', 'feared'}",1,0,developed,0
aust handling sars victims criticised report,"{'aust', 'criticised', 'handling', 'sars', 'victims', 'report'}",1,0,developed,0
australia drops singapore sars travel,"{'travel', 'australia', 'singapore', 'sars', 'drops'}",1,0,developed,1
aust vietnam confer sars,"{'aust', 'sars', 'confer', 'vietnam'}",1,1,developed/developing,1
behrend stuns rios pull germany level,"{'level', 'behrend', 'stuns', 'rios', 'pull', 'germany'}",1,0,developed,1
china fines bans 34 athletes xinhua,"{'34', 'bans', 'xinhua', 'fines', 'china', 'athletes'}",1,0,developed,0
cipollini pantani tour de france,"{'cipollini', 'pantani', 'france', 'tour', 'de'}",1,0,developed,1
engineering students take honours us,"{'take', 'students', 'honours', 'us', 'engineering'}",1,0,developed,2
france lose real madrid duo confederations cup,"{'lose', 'madrid', 'confederations', 'real', 'cup', 'france', 'duo'}",1,0,developed,0
icc fines bangladesh captain mahmud,"{'bangladesh', 'mahmud', 'icc', 'captain', 'fines'}",0,1,developing,1
japan may cut north korea funding channel,"{'north', 'korea', 'japan', 'funding', 'may', 'cut', 'channel'}",1,0,developed,0
malik takes pakistan challenging total,"{'total', 'pakistan', 'challenging', 'takes', 'malik'}",0,1,developing,1
new literary program launched central aust,"{'aust', 'launched', 'new', 'literary', 'central', 'program'}",1,0,developed,1
nz lamb exports rise 17pc,"{'rise', 'lamb', '17pc', 'exports', 'nz'}",1,0,developed,1
press watchdog urges philippines protect,"{'watchdog', 'urges', 'protect', 'press', 'philippines'}",0,1,developing,2
us chopper crashes iraq 4 dead,"{'4', 'iraq', 'chopper', 'dead', 'us', 'crashes'}",1,1,developed/developing,0
australia call hauritz third one dayer,"{'call', 'third', 'one', 'australia', 'dayer', 'hauritz'}",1,0,developed,1
bugger banned nz parliament,"{'bugger', 'parliament', 'banned', 'nz'}",1,0,developed,0
former reuters vietnam war mr fix dies,"{'mr', 'dies', 'former', 'reuters', 'fix', 'war', 'vietnam'}",0,1,developing,0
govt issues singapore travel warning,"{'travel', 'govt', 'issues', 'singapore', 'warning'}",1,0,developed,0
heatwave claims 30 lives pakistan,"{'claims', 'pakistan', '30', 'heatwave', 'lives'}",0,1,developing,1
hewitt gives australia win us,"{'australia', 'gives', 'hewitt', 'win', 'us'}",1,0,developed,2
hijacked ship docks liberia,"{'liberia', 'hijacked', 'docks', 'ship'}",0,1,developing,1
iraq inspectors may search missing nuke,"{'search', 'inspectors', 'iraq', 'nuke', 'missing', 'may'}",0,1,developing,0
mad cow disease found canada,"{'found', 'cow', 'mad', 'disease', 'canada'}",1,0,developed,0
singapore launches sars tv channel,"{'launches', 'singapore', 'sars', 'tv', 'channel'}",1,0,developed,1
us analysing alleged al qaeda tape,"{'qaeda', 'alleged', 'al', 'us', 'tape', 'analysing'}",1,0,developed,1
us delays iraqi national conference,"{'delays', 'iraqi', 'conference', 'national', 'us'}",1,0,developed,1
us give sanctions plan thought,"{'plan', 'give', 'thought', 'sanctions', 'us'}",1,0,developed,1
us troops accidentally kill three afghan soldiers,"{'accidentally', 'three', 'kill', 'us', 'soldiers', 'troops', 'afghan'}",1,0,developed,0
algeria rescue continues toll hits 700,"{'700', 'toll', 'algeria', 'continues', 'rescue', 'hits'}",0,1,developing,1
algeria rescue continues death toll grows,"{'toll', 'algeria', 'continues', 'rescue', 'grows', 'death'}",0,1,developing,0
argentina chile set showdown,"{'set', 'chile', 'argentina', 'showdown'}",0,1,developing,1
atsic calls hold mining australia,"{'australia', 'mining', 'hold', 'atsic', 'calls'}",1,0,developed,1
australia takes 3 0 lead west indies odi,"{'australia', '0', 'indies', 'takes', 'odi', '3', 'lead', 'west'}",1,0,developed,1
blairs legal adviser doubted iraq plans legality,"{'legality', 'doubted', 'legal', 'iraq', 'plans', 'blairs', 'adviser'}",0,1,developing,0
brazil faces blank weekend clubs walk,"{'clubs', 'faces', 'blank', 'brazil', 'weekend', 'walk'}",0,1,developing,1
china records fewer new sars infections,"{'new', 'fewer', 'china', 'records', 'infections', 'sars'}",1,0,developed,1
deflation minor risk us greenspan,"{'risk', 'greenspan', 'minor', 'deflation', 'us'}",1,0,developed,0
federal govt committed central aust ruddock,"{'aust', 'ruddock', 'govt', 'central', 'committed', 'federal'}",1,0,developed,1
hill denies us requested local bases,"{'requested', 'bases', 'us', 'hill', 'denies', 'local'}",1,0,developed,0
hoggard passed fit first zimbabwe test,"{'first', 'hoggard', 'test', 'fit', 'passed', 'zimbabwe'}",0,1,developing,2
iraq ready resume oil sales sanctions,"{'ready', 'resume', 'sanctions', 'sales', 'iraq', 'oil'}",0,1,developing,2
iraq resolution means un back france,"{'back', 'means', 'iraq', 'resolution', 'france', 'un'}",1,1,developed/developing,1
mackay sugar drops sugar australia bid,"{'mackay', 'bid', 'sugar', 'australia', 'drops'}",1,0,developed,1
new zealand test nerves young pakistan side,"{'young', 'nerves', 'pakistan', 'side', 'zealand', 'new', 'test'}",0,1,developing,1
joy uk condom company,"{'company', 'joy', 'condom', 'uk'}",1,0,developed,1
roddick waltzes austria costa falls,"{'costa', 'austria', 'falls', 'roddick', 'waltzes'}",1,0,developed,1
several iraqis killed firefight us troops say,"{'killed', 'several', 'us', 'firefight', 'iraqis', 'say', 'troops'}",1,0,developed,0
un poised lift iraq sanctions,"{'sanctions', 'iraq', 'un', 'lift', 'poised'}",0,1,developing,1
us court overturns huge tobacco pay,"{'court', 'tobacco', 'huge', 'overturns', 'us', 'pay'}",1,0,developed,0
us ends nz free trade hopes,"{'hopes', 'free', 'us', 'trade', 'ends', 'nz'}",1,0,developed,2
us may boost australian military presence,"{'boost', 'australian', 'us', 'may', 'military', 'presence'}",1,0,developed,1
us media blitz angers castro,"{'castro', 'media', 'us', 'angers', 'blitz'}",1,0,developed,0
us reassures beef eaters bse,"{'beef', 'eaters', 'bse', 'us', 'reassures'}",1,0,developed,2
world leaders send aid quake hit algeria,"{'world', 'algeria', 'aid', 'hit', 'send', 'leaders', 'quake'}",0,1,developing,1
wurz gives new mclaren first run france,"{'first', 'mclaren', 'new', 'gives', 'france', 'run', 'wurz'}",1,0,developed,1
alleged siev x people smuggler arrested sweden,"{'alleged', 'people', 'smuggler', 'x', 'arrested', 'sweden', 'siev'}",1,0,developed,0
black caps pakistan one day final,"{'caps', 'pakistan', 'one', 'black', 'final', 'day'}",0,1,developing,1
brazil soccer strike called,"{'brazil', 'soccer', 'strike', 'called'}",0,1,developing,0
canada investigates sars cases,"{'investigates', 'canada', 'sars', 'cases'}",1,0,developed,1
downer tours iraq,"{'iraq', 'tours', 'downer'}",0,1,developing,1
heatwave death toll rises india,"{'toll', 'india', 'heatwave', 'rises', 'death'}",0,1,developing,0
hope survivors fades quake torn algeria,"{'hope', 'algeria', 'torn', 'fades', 'quake', 'survivors'}",0,1,developing,1
india launch commonwealth games 2010 bid,"{'commonwealth', 'bid', 'india', 'launch', '2010', 'games'}",0,1,developing,1
israel seizes arms boat lebanon,"{'seizes', 'arms', 'israel', 'boat', 'lebanon'}",1,1,developed/developing,1
laras plea windies stop australia,"{'windies', 'australia', 'stop', 'laras', 'plea'}",1,0,developed,0
montgomery expects return time us trials,"{'trials', 'return', 'montgomery', 'time', 'us', 'expects'}",1,0,developed,1
montgomery pulls us track meet,"{'track', 'pulls', 'montgomery', 'us', 'meet'}",1,0,developed,1
murdoch says us satellite deal boost,"{'boost', 'satellite', 'says', 'murdoch', 'us', 'deal'}",1,0,developed,2
opals boomers cancel china tours,"{'cancel', 'tours', 'china', 'boomers', 'opals'}",1,0,developed,0
pm rules townsville us military base,"{'pm', 'rules', 'base', 'military', 'us', 'townsville'}",1,0,developed,1
roddick rolls austria,"{'rolls', 'austria', 'roddick'}",1,0,developed,1
schumacher honoured italy,"{'honoured', 'italy', 'schumacher'}",1,0,developed,2
us imposes sanctions china,"{'imposes', 'china', 'us', 'sanctions'}",1,0,developed,1
wa firms show interest iraq rebuilding,"{'rebuilding', 'interest', 'firms', 'show', 'iraq', 'wa'}",0,1,developing,2
10 pro democracy activists jailed burma,"{'pro', 'activists', 'jailed', 'democracy', '10', 'burma'}",0,1,developing,0
afghans stage anti us protest kabul,"{'protest', 'kabul', 'stage', 'us', 'anti', 'afghans'}",1,0,developed,0
annan announces un special representative iraq,"{'annan', 'announces', 'special', 'iraq', 'un', 'representative'}",0,1,developing,1
aust backs indonesias aceh assault,"{'aust', 'backs', 'aceh', 'indonesias', 'assault'}",1,0,developed,0
aust waits g g ponders future,"{'waits', 'aust', 'future', 'g', 'ponders'}",1,0,developed,1
brazil prepares join small space club,"{'club', 'join', 'space', 'brazil', 'prepares', 'small'}",0,1,developing,2
butcher puts zimbabwe back foot,"{'foot', 'back', 'butcher', 'puts', 'zimbabwe'}",0,1,developing,1
canada reports two sars deaths,"{'two', 'reports', 'canada', 'sars', 'deaths'}",1,0,developed,0
canberras veal pulls us deal,"{'pulls', 'us', 'veal', 'deal', 'canberras'}",1,0,developed,2
castro announces fourth television station cuba,"{'announces', 'castro', 'fourth', 'cuba', 'station', 'television'}",0,1,developing,1
champions league fever grips italy,"{'fever', 'champions', 'league', 'grips', 'italy'}",1,0,developed,2
china reports dozens new sars cases,"{'new', 'china', 'reports', 'dozens', 'sars', 'cases'}",1,0,developed,1
clean aust puts shopping bag onus retailers,"{'clean', 'aust', 'onus', 'bag', 'shopping', 'puts', 'retailers'}",1,0,developed,2
critics upset guns gambling part nz school,"{'school', 'part', 'guns', 'critics', 'gambling', 'upset', 'nz'}",1,0,developed,0
french minister meet arafat despite us,"{'minister', 'despite', 'us', 'meet', 'arafat', 'french'}",1,0,developed,1
heatwave kills 140 southern india,"{'140', 'india', 'kills', 'southern', 'heatwave'}",0,1,developing,0
hoggard leaves zimbabwe facing uphill battle,"{'uphill', 'battle', 'hoggard', 'facing', 'leaves', 'zimbabwe'}",0,1,developing,0
israeli troops kill palestinian near gaza israel,"{'palestinian', 'israel', 'gaza', 'kill', 'israeli', 'troops', 'near'}",1,0,developed,0
oil key rebuilding iraq us administrator,"{'rebuilding', 'key', 'iraq', 'us', 'administrator', 'oil'}",1,1,developed/developing,1
philippines says 77 rebels killed past week,"{'killed', 'says', 'past', 'philippines', 'week', 'rebels', '77'}",0,1,developing,0
super 12 final may help decide nz spots mitchell,"{'decide', 'super', '12', 'nz', 'may', 'mitchell', 'final', 'spots', 'help'}",1,0,developed,2
timor manager heads iraq,"{'iraq', 'heads', 'timor', 'manager'}",0,1,developing,1
uk fortifies houses parliament,"{'uk', 'parliament', 'houses', 'fortifies'}",1,0,developed,2
ullrich set tour de france uci approve,"{'uci', 'approve', 'ullrich', 'set', 'france', 'tour', 'de'}",1,0,developed,1
us congress passes 530b tax cuts,"{'congress', 'passes', 'tax', 'us', 'cuts', '530b'}",1,0,developed,1
us denies uday negotiating surrender,"{'surrender', 'negotiating', 'us', 'denies', 'uday'}",1,0,developed,0
us japan united north korea nukes,"{'north', 'korea', 'japan', 'nukes', 'us', 'united'}",1,0,developed,1
us stevedoring firm assumes control iraqi port,"{'stevedoring', 'iraqi', 'us', 'port', 'firm', 'control', 'assumes'}",1,0,developed,1
us troops strike gold iraq,"{'strike', 'iraq', 'gold', 'us', 'troops'}",1,1,developed/developing,1
us warns truck bombing threat,"{'bombing', 'warns', 'threat', 'us', 'truck'}",1,0,developed,0
weapons inspectors set enter iraq,"{'inspectors', 'iraq', 'set', 'weapons', 'enter'}",0,1,developing,0
algeria quake toll surpasses 2000,"{'toll', '2000', 'algeria', 'quake', 'surpasses'}",0,1,developing,1
aussie rogers takes tour belgium lead,"{'belgium', 'takes', 'rogers', 'tour', 'lead', 'aussie'}",1,0,developed,1
australia captures one day series,"{'australia', 'one', 'captures', 'series', 'day'}",1,0,developed,1
australia completes clean sweep,"{'clean', 'australia', 'sweep', 'completes'}",1,0,developed,2
bbc fire footage dead uk troops,"{'fire', 'dead', 'uk', 'bbc', 'footage', 'troops'}",1,0,developed,0
bilateral talks first north korea tells us,"{'north', 'first', 'korea', 'bilateral', 'talks', 'us', 'tells'}",1,0,developed,1
britain germany open saudi embassies,"{'open', 'saudi', 'britain', 'germany', 'embassies'}",1,0,developed,1
butcher stars england overwhelms zimbabwe,"{'butcher', 'overwhelms', 'england', 'stars', 'zimbabwe'}",0,1,developing,1
china records 7 sars deaths,"{'7', 'china', 'records', 'sars', 'deaths'}",1,0,developed,1
flotilla takes anti nuclear protest us sub,"{'protest', 'flotilla', 'nuclear', 'takes', 'us', 'anti', 'sub'}",1,0,developed,0
indonesia tightens grip aceh,"{'indonesia', 'tightens', 'aceh', 'grip'}",0,1,developing,1
iraq ramps oil production,"{'iraq', 'ramps', 'production', 'oil'}",0,1,developing,1
morocco arrests 3 casablanca blasts,"{'morocco', 'casablanca', 'blasts', 'arrests', '3'}",0,1,developing,1
bottomless pockets govt warns air nz,"{'bottomless', 'warns', 'govt', 'pockets', 'air', 'nz'}",1,0,developed,1
nz hopes us wont link trade politics,"{'hopes', 'wont', 'us', 'link', 'trade', 'politics', 'nz'}",1,0,developed,2
rescue efforts continue algeria,"{'algeria', 'rescue', 'efforts', 'continue'}",0,1,developing,2
roddick triumphs austria,"{'austria', 'triumphs', 'roddick'}",1,0,developed,2
